"문제번호","과목코드","과목명","대단원번호","대단원명","중단원번호","중단원명","섹션번호","섹션명","키워드","유형","난이도","배점","문제내용","보기1","보기2","보기3","보기4","정답","해설"
"179","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","근거리 무선 통신(NFC)에 대한 설명으로 옳은 것은?","수십 미터 이상 떨어져도 사용 가능하다.","두 전자 기기가 약 10 cm 이내의 짧은 거리에서 통신할 수 있는 기술로, 단말기의 자기장이 만드는 유도 전류로 작동한다.","음파로 정보를 주고받는 기술이다.","NFC는 적외선만으로 작동한다.","2","근거리 무선 통신(NFC)은 두 전자 기기가 10 cm 이내의 짧은 거리에서 통신할 수 있는 기술로, 비접촉 결제 시스템·교통카드 등에 사용됩니다. NFC 칩은 단말기가 만드는 자기장에 의해 칩 내 코일에 유도 전류가 흘러 작동합니다."
"180","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","전자기 유도와 그 응용에 대한 설명으로 옳지 않은 것은?","전자기 유도는 자기 선속의 시간 변화에 의해 일어난다.","유도 기전력의 크기는 코일의 감은 수와 자속의 시간 변화율에 비례한다.","유도 전류는 자속 변화를 방해하는 방향으로 흐른다(렌츠 법칙).","발전기는 전기 에너지를 운동 에너지로 전환하는 장치이다.","4","발전기는 운동 에너지를 전기 에너지로 전환하는 장치입니다. 전기 에너지를 운동 에너지로 전환하는 것은 전동기(모터)입니다."
"181","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ba","","파동의 중첩 원리에 대한 설명으로 옳은 것은?","두 파동이 만났을 때의 변위는 각 파동의 변위의 합과 같다.","두 파동이 만나면 한쪽 파동만 살아남는다.","두 파동이 만나면 두 파동 모두 사라진다.","두 파동이 만났을 때의 변위는 두 변위의 곱과 같다.","1","중첩 원리: 두 파동이 만나는 동안 각 지점의 변위는 겹치기 전 두 파동의 변위의 합과 같습니다. y = y₁ + y₂."
"182","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ba","","파동의 독립성에 대한 설명으로 옳은 것은?","두 파동이 중첩될 때 서로 영향을 주지 않고 본래의 파동 모양을 유지하면서 진행한다.","두 파동이 만나면 서로 진행 방향을 바꾼다.","두 파동이 만나면 한 파동이 다른 파동을 흡수한다.","두 파동이 만나는 순간 두 파동 모두 영구히 변형된다.","1","파동의 독립성: 두 파동이 중첩되는 동안 서로에게 영향을 주지 않고, 중첩이 끝나면 본래 모양을 유지한 채 각자 진행합니다."
"183","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ba","","파동 A의 어느 지점에서의 변위가 y₁, 파동 B의 같은 지점에서의 변위가 y₂일 때, 두 파동이 만났을 때의 합성 변위 y는?","y = y₁ - y₂","y = y₁ + y₂","y = y₁ × y₂","y = y₁ / y₂","2","중첩 원리에 의해 두 파동이 만난 지점의 변위는 두 변위의 합입니다. y = y₁ + y₂."
"184","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ba","","마주 보며 진행하던 두 파동이 서로 겹쳤다가 다시 분리된 이후의 모습으로 옳은 것은?","두 파동이 모두 사라진다.","두 파동 중 하나만 진행한다.","두 파동이 합쳐져 새로운 한 개의 파동이 된다.","두 파동은 본래의 파형을 유지한 채 각자 진행한다.","4","파동의 독립성에 의해 중첩이 끝난 후에는 본래의 두 파동이 영향을 받지 않고 각각 원래의 파형으로 진행합니다."
"185","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ba","","교과서에서 정의하는 '위상'의 의미로 가장 옳은 것은?","파동의 진동수와 같은 의미이다.","파동의 진폭의 크기를 나타내는 양이다.","파동의 한 지점이 진동할 때 한 순간의 변위와 운동 상태를 의미한다.","파동이 한 번 진동하는 데 걸리는 시간이다.","3","위상의 정의: 파동의 한 지점이 진동할 때 한 순간의 변위와 운동 상태를 의미합니다."
"186","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ba","","두 파동의 위상에 대한 설명으로 옳은 것은?","변위만 같으면 위상이 같다고 한다.","운동 방향만 같으면 위상이 같다고 한다.","변위와 운동 상태가 모두 같을 때 위상이 같다고 한다.","두 파동의 위상은 비교할 수 없는 개념이다.","3","위상은 그 순간의 변위와 운동 상태를 모두 포함하는 개념입니다. 두 양이 모두 일치해야 같은 위상입니다."
"187","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ad","","등속 원운동을 하는 물체와 단진동(파동의 한 지점의 진동)을 비교한 설명으로 옳은 것은?","원운동과 단진동은 서로 전혀 관련이 없다.","원운동의 속력은 단진동에서 변위와 같다.","원운동의 반지름은 단진동의 진동수와 같다.","원운동을 한 평면에 투영한 운동이 단진동에 해당하며, 회전각이 위상에 대응된다.","4","등속 원운동을 지름 방향으로 투영하면 단진동이 됩니다. 이때 회전 각도(라디안)가 위상에 해당합니다."
"188","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ba","","보강 간섭에 대한 설명으로 옳은 것은?","두 파동의 변위가 항상 0이 되는 간섭이다.","두 파동의 변위가 같은 방향으로 중첩되어 합성 파동의 진폭이 최대가 되는 간섭이다.","두 파동의 변위가 반대 방향으로 중첩되어 진폭이 0이 되는 간섭이다.","두 파동의 진동수가 달라야만 일어나는 간섭이다.","2","보강 간섭은 두 파동의 변위가 같은 방향(위상이 일치)으로 중첩되어 합성 파동의 진폭이 최대가 되는 현상입니다."
"189","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ba","","상쇄 간섭에 대한 설명으로 옳은 것은?","두 파동의 변위가 반대 방향으로 중첩되어 합성 파동의 진폭이 최소가 되는 간섭이다.","두 파동의 변위가 같은 방향으로 중첩되어 진폭이 최대가 되는 간섭이다.","두 파동의 진폭이 두 배가 되는 간섭이다.","두 파동의 진행 방향이 같아야만 일어나는 간섭이다.","1","상쇄 간섭은 두 파동의 변위가 반대 방향(위상이 반대)으로 중첩되어 합성 파동의 진폭이 최소가 되는 현상입니다."
"190","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ba","","두 파동이 보강 간섭을 일으키기 위한 위상 조건으로 옳은 것은?","두 파동의 위상차가 180°이어야 한다.","두 파동의 위상차가 90°이어야 한다.","두 파동의 진폭이 항상 달라야 한다.","두 파동의 위상이 일치해야 한다.","4","보강 간섭은 두 파동의 위상이 일치(위상차 0, 360°, 720° …)할 때 일어납니다."
"191","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ba","","두 파동이 상쇄 간섭을 일으키기 위한 위상 조건으로 옳은 것은?","두 파동의 위상이 일치해야 한다.","두 파동의 위상이 90° 차이가 나야 한다.","두 파동의 위상이 반대(180° 위상차)여야 한다.","두 파동의 진폭이 같아야만 한다.","3","상쇄 간섭은 두 파동의 위상이 반대, 즉 위상차가 180°(또는 반 파장 등가)일 때 일어납니다."
"192","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ba","","진폭이 같은 두 파동이 보강 간섭과 상쇄 간섭을 일으킬 때, 각각 합성 파동의 진폭은 어떻게 되는가?","보강: 0, 상쇄: 2배","보강: 2배, 상쇄: 변화 없음","보강: 2배, 상쇄: 0","보강: 변화 없음, 상쇄: 2배","3","진폭이 같은 두 파동이 보강 간섭하면 합성 진폭은 2배가 되고, 상쇄 간섭하면 0이 됩니다."
"193","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ba","","진폭이 각각 20 cm, 30 cm인 두 파동이 만나 보강 간섭을 하였을 때 합성 파동의 진폭은? (단, 두 파동은 마루와 마루가 만난다고 가정)","10 cm","20 cm","50 cm","0 cm","3","보강 간섭에서는 같은 방향의 변위가 더해지므로 진폭의 합이 됩니다. 20 + 30 = 50 cm."
"194","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ba","","진폭이 각각 20 cm, 30 cm인 두 파동이 만나 상쇄 간섭을 하였을 때 합성 파동의 진폭은? (단, 한쪽은 마루, 다른 쪽은 골이 만난다고 가정)","50 cm","10 cm","0 cm","25 cm","2","상쇄 간섭에서는 반대 방향의 변위가 빼지므로 진폭의 차가 됩니다. |30 - 20| = 10 cm."
"195","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ad","","진폭이 5 cm로 같은 두 파동이 위상차 180°로 중첩되었다. 합성 파동의 진폭으로 가장 옳은 것은?","10 cm","0 cm","5 cm","2.5 cm","2","진폭이 같은 두 파동이 위상차 180°(완전 상쇄)로 만나면 합성 진폭은 5 - 5 = 0 cm이 됩니다."
"196","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ba","","영(Young)의 이중 슬릿 실험으로 입증된 빛의 성질로 옳은 것은?","빛의 입자성","빛의 직진성","빛의 굴절성","빛의 파동성","4","영(Thomas Young)은 1803년 이중 슬릿 실험을 통해 빛이 간섭 현상을 일으킨다는 것을 보임으로써 빛의 파동성을 입증하였습니다."
"197","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ba","","영의 이중 슬릿 실험에서 스크린에 나타나는 무늬의 모습으로 옳은 것은?","균일하게 빛나는 한 줄의 밝은 선이 나타난다.","스크린 전체가 균일하게 어둡다.","둥근 점 모양의 빛이 하나만 나타난다.","밝은 무늬와 어두운 무늬가 번갈아 나타나는 줄무늬가 생긴다.","4","이중 슬릿을 통과한 두 빛이 간섭을 일으켜 스크린에 보강 간섭(밝은 무늬)과 상쇄 간섭(어두운 무늬)이 교대로 줄무늬 형태로 나타납니다."
"198","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ba","","영의 이중 슬릿 실험 장치에서 빛이 거치는 순서로 옳은 것은?","스크린 → 이중 슬릿 → 단일 슬릿 → 광원","이중 슬릿 → 단일 슬릿 → 스크린 → 광원","광원 → 단일 슬릿 → 이중 슬릿 → 스크린","광원 → 이중 슬릿 → 스크린 → 단일 슬릿","3","광원에서 나온 빛은 먼저 단일 슬릿을 통과하여 가지런한(같은 위상의) 빛이 된 후, 이중 슬릿을 거쳐 스크린에 간섭무늬를 만듭니다."
"199","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ad","","영의 실험에서 광원 바로 뒤에 단일 슬릿을 두는 이유로 가장 옳은 것은?","빛의 색을 단색광으로 거르기 위해서이다.","이중 슬릿에 도달하는 빛이 같은 위상이 되도록 하기 위해서이다.","빛의 세기를 더 강하게 만들기 위해서이다.","스크린의 밝기를 조절하기 위해서이다.","2","단일 슬릿을 통과한 빛은 그 슬릿을 새 점광원으로 하여 같은 위상으로 퍼져 나가므로, 이중 슬릿의 두 슬릿에 도달하는 빛이 같은 위상이 됩니다. (간섭이 일어나기 위한 코히어런스 조건)"
"200","PHY","물리학","3","빛과 물질","1","빛의 이해","1","빛의 중첩과 간섭","","theory","ba","","이중 슬릿 실험에서 두 빛의 경로차 Δ가 한 파장(λ)일 때, 그 지점에서 일어나는 간섭은?","상쇄 간섭","위상차 90°의 부분 간섭","보강 간섭","간섭이 일어나지 않음","3","경로차가 파장의 정수배일 때(Δ = mλ, m = 0, 1, 2 …) 두 파동의 위상이 일치하므로 보강 간섭이 일어납니다."
